"Private"	"Apps"	"Accept"	"Enroll"	"Top10perc"	"Top25perc"	"F.Undergrad"	"P.Undergrad"	"Outstate"	"Room.Board"	"Books"	"Personal"	"PhD"	"Terminal"	"S.F.Ratio"	"perc.alumni"	"Expend"	"Grad.Rate"
2	368	317	159	20	49	806	542	10500	3555	500	2285	44	50	11.3	30	6695	64
1	5548	3563	1549	30	71	8909	506	8124	4144	639	2385	83	89	22.7	10	7203	61
2	601	503	204	28	57	671	11	13000	4100	400	460	91	91	11.6	43	11087	56
2	5661	2392	903	75	88	3499	172	13850	4360	500	1250	95	97	4.3	37	41766	89
2	888	734	393	26	60	1433	27	12730	4514	500	1525	74	95	9.9	31	11165	98
1	9251	7333	3076	14	45	13699	1213	7452	3352	600	1700	81	89	21.1	14	6918	67
1	3793	2341	1238	9	24	7732	9054	6744	2655	720	3450	87	89	19	10	7762	34
2	1966	1436	327	47	80	1199	61	19960	5490	500	450	90	90	11.8	37	15886	68
1	7663	6008	1735	18	51	7353	1674	15516	4928	500	990	87	90	9.9	10	12646	79
1	1500	1242	611	12	36	2024	292	7070	2439	400	779	95	94	17.1	17	7744	84
2	486	440	227	19	48	903	59	9650	3800	600	1300	46	65	11.4	29	10188	82
1	2807	2589	1701	13	37	7000	1103	3811	2190	500	1970	62	65	15	29	5084	67
2	895	548	314	20	54	1174	50	5500	3340	600	1600	68	76	16.1	13	6078	62
2	1239	1017	383	10	34	1207	157	7820	3400	550	1550	69	81	13.9	8	7264	91
2	1959	1805	695	24	47	2849	1107	11520	4960	600	1250	73	75	13.3	31	9189	83
2	2994	1691	659	70	95	2675	22	18000	6300	400	900	92	96	11.3	55	12138	95
1	8000	4556	1464	17	70	6943	869	6550	4810	500	1500	69	85	22	21	5280	63
1	3570	2215	651	17	41	3390	325	7352	3620	225	500	47	55	16.1	14	6374	63
1	11023	8298	3183	21	54	14861	1310	7629	4095	550	2300	79	87	20.4	13	8811	64
1	9239	7788	3290	35	39	13606	807	8856	3960	500	1382	81	89	17.6	20	7846	85
2	1377	572	178	95	100	654	5	17230	6690	700	900	100	100	8.2	46	21569	100
2	4772	1973	712	60	86	2714	27	19130	5600	1400	1400	90	94	12.1	39	16262	92
1	3281	2559	1448	19	43	10975	8431	4422	2780	500	2850	73	73	21	4	4696	29
2	1127	884	308	30	64	1310	766	11718	7398	450	1800	73	87	16.4	33	8871	76
2	2989	1855	691	28	63	2988	1726	4990	3560	500	1250	75	75	18.1	28	4509	99
2	1641	1283	527	20	39	1663	170	11200	4000	500	1200	61	62	14.2	24	7578	70
2	13865	2165	1606	90	100	6862	320	18485	6410	500	1920	97	97	9.9	52	37219	100
2	2853	2193	753	16	34	2978	434	10750	5340	400	1130	90	92	14.6	26	7972	64
2	5081	4040	1194	11	26	3768	1415	14220	6000	500	1440	61	76	10.7	9	10625	66
2	1109	922	375	24	46	1115	70	13240	3914	600	800	73	85	13.4	27	9333	73
2	417	349	137	60	89	510	63	12960	5450	450	875	92	97	7.7	37	19016	59
2	962	750	212	21	54	830	150	14700	6550	450	400	97	97	11.3	24	11291	70
2	8587	2273	1087	87	99	3918	32	19545	6070	550	1100	95	99	4.7	49	29619	98
1	4777	3057	1823	16	33	9844	6198	6540	3600	530	2440	84	92	11.1	24	10207	31
2	7178	3755	1433	25	63	4623	740	7161	3518	600	2000	60	64	14	9	6791	70
2	758	681	484	35	59	1707	705	5390	3140	515	1290	63	71	15.1	18	5511	50
1	8065	5257	2301	37	65	11755	770	8116	3610	800	1618	82	88	18	17	7597	73
2	668	534	237	19	39	1306	258	9476	4820	500	1100	67	67	20.1	26	6786	74
2	946	648	177	23	46	707	432	11790	5770	500	1000	75	77	11.9	35	10015	83
2	560	454	113	36	56	484	16	10955	3450	330	670	62	87	10.6	31	9552	53
2	283	201	97	10	45	589	263	8400	2800	600	900	50	56	10.6	40	6860	89
1	2702	1623	604	7	24	2315	146	5918	3755	500	2050	76	79	19.4	4	4599	52
2	765	646	226	30	60	809	32	8578	4408	700	1600	79	88	13.9	51	8061	82
2	3624	2786	858	11	39	2933	334	9100	3883	490	1777	70	74	18.9	34	6329	63
1	48094	26330	4520	36	79	21401	3712	7410	4748	690	2009	90	95	19.5	19	10474	77
2	232	182	99	7	29	402	237	7070	3640	400	3158	59	65	8.9	16	6286	36
2	2774	2092	482	35	64	1763	59	15800	4790	450	950	97	98	12.3	21	12999	69
1	5785	2690	499	26	62	4005	1886	7410	4748	690	2009	90	95	17.4	16	11878	58
2	610	461	189	26	52	685	49	8200	3300	550	1000	63	69	12	16	8128	64
2	860	811	366	22	56	1040	52	9900	3075	300	1800	68	68	14.9	34	6357	68
2	584	497	175	20	49	662	121	8000	4150	500	1300	57	65	11.3	32	7058	62
2	633	468	284	10	27	823	963	6120	2985	531	1830	25	25	27.6	4	6081	36
2	495	434	210	35	55	775	44	8950	3490	600	1900	86	92	11.3	25	9685	66
1	7313	4664	1910	20	63	9940	1035	6806	2540	96	2000	83	96	18.3	14	5854	70
2	494	313	157	23	46	1317	1235	8352	3640	650	2449	36	69	11.1	26	8127	55
2	7428	5860	1349	25	63	6534	1350	11600	5920	1000	1000	81	90	13.9	10	10093	60
2	3579	2959	868	25	55	5244	3417	11500	5330	700	2000	94	95	6.2	15	13009	65
1	11220	7871	3320	43	79	19553	2748	5697	3600	525	1755	88	95	14.7	22	7881	63
2	2100	1883	553	29	65	1704	1	16240	4690	500	500	84	96	11.1	43	14140	69
2	2174	1953	557	35	68	2332	53	15960	5580	700	1300	95	95	15.8	32	11659	77
2	11115	2881	1390	71	93	5881	406	18300	7131	670	1700	91	92	7.2	27	19635	95
2	1658	1327	395	49	80	1595	159	14800	4620	400	790	91	94	13.3	37	10779	68
2	549	397	169	26	51	1343	1751	9250	4550	425	1350	52	58	13.1	13	5925	61
2	735	423	366	20	48	2448	707	9210	3782	700	1000	49	51	39.8	15	6562	34
2	4186	2743	740	48	77	2819	62	19380	6750	410	1000	90	97	9.8	24	17150	84
2	723	652	361	10	30	951	706	7800	4000	350	1500	36	44	22	4	4923	84
1	4877	2798	814	13	48	4123	298	6550	4420	620	1481	82	90	16.3	10	6442	66
2	933	800	444	18	45	1691	72	12247	4081	500	600	76	85	12	38	9853	70
2	605	405	284	24	53	961	99	6398	3672	400	1350	68	68	13.3	19	8118	75
2	7759	5588	1477	30	68	6362	1292	15925	6507	400	300	89	90	13.4	24	10458	96
2	3356	1019	418	76	100	1490	8	19030	5885	1495	875	93	96	11.2	52	20447	96
2	3708	1678	722	41	66	2852	153	7050	5490	250	600	71	74	17.8	10	8122	83
2	4301	3455	1166	41	69	4892	387	12772	5078	576	1802	74	88	13.5	17	12726	72
2	8474	3446	911	75	94	3566	1569	18800	6740	500	1040	96	97	3.3	38	56233	90
1	7117	3106	1217	68	88	5186	134	11720	4298	600	800	89	92	12.1	31	9534	93
2	876	802	367	14	35	1263	118	10800	3600	400	820	68	74	18.8	19	5081	78
2	1566	1400	483	28	55	1509	170	14200	3775	450	1100	58	81	16.4	42	8080	67
2	1190	978	324	12	30	1280	61	8840	3620	500	1200	57	58	16.2	26	6563	63
2	100	90	35	10	52	282	331	8400	2812	300	2134	10	50	12.1	24	7976	52
2	2519	2003	776	39	71	2473	1314	12750	6350	350	1690	84	90	17.4	13	8243	83
2	361	321	185	10	41	650	819	8842	4782	600	1100	57	73	14.2	14	7022	52
1	21804	18744	5874	29	60	26213	4065	9556	3990	570	1060	86	86	18.2	15	8604	67
2	346	274	146	51	87	704	63	9900	3670	630	1818	59	59	10.5	14	8095	54
2	548	428	167	18	46	618	113	8958	3670	300	1000	53	59	15.3	26	9798	64
1	4400	3719	1472	12	38	7804	1552	6950	2500	300	1200	90	95	23.1	16	5559	67
2	2095	1553	514	15	40	1873	94	12950	5400	450	1120	70	82	14.5	29	6719	97
2	600	197	124	3	9	392	69	7260	3090	600	1840	31	35	12.9	4	9249	21
1	7548	6791	3070	25	57	16262	1716	6300	3933	600	1908	85	91	16.7	18	6642	69
2	313	228	137	10	30	552	67	9414	4554	500	1700	34	55	10.6	30	7840	56
2	434	321	141	28	53	624	269	10950	4600	550	950	79	82	12.9	30	9264	81
2	323	278	122	31	51	393	4	16150	5450	275	800	63	72	7.2	26	15622	64
2	727	693	286	30	55	1063	48	8100	3950	550	550	73	76	13.3	28	7508	55
2	1690	1366	662	30	61	2718	1460	10995	4410	1000	1000	68	74	17.6	20	8086	85
2	1232	955	303	23	58	1241	485	14990	4730	550	1250	86	92	15.2	28	9566	74
2	793	709	244	20	47	1022	411	9570	3000	400	1000	67	72	15.1	42	6852	60
2	4778	2767	678	50	89	2587	120	19670	5820	575	1119	77	96	10.1	47	16593	83
1	14438	12414	3816	12	39	16282	1940	8566	3897	500	1400	88	92	16.7	15	10276	68
1	14463	6166	1757	60	94	8544	671	6550	4598	700	1000	83	100	18	15	8055	80
2	2248	1673	745	38	73	2888	105	14350	3750	550	550	82	88	10	31	12502	83
2	360	329	108	4	19	756	863	8310	5500	600	1800	43	43	12.7	5	5480	54
2	519	327	114	25	53	457	2	21700	4100	600	500	35	59	10.1	33	16364	55
2	7033	5125	1223	47	75	4941	1534	19040	5950	350	800	98	98	9.1	21	16920	74
2	855	632	139	60	83	569	7	17238	7350	600	800	95	100	8.2	41	18372	73
2	817	708	262	22	52	935	37	9376	3272	500	1902	57	63	13	17	7335	52
2	1603	1392	504	31	68	2580	302	13312	4488	600	1516	78	78	11	23	9431	83
2	1470	1199	425	21	76	1820	558	11040	4840	400	900	89	92	13.3	28	8118	94
2	560	392	270	11	31	743	118	8734	3362	600	625	56	78	11.3	27	6422	68
2	990	784	279	18	45	1811	3144	11290	5360	600	1800	76	78	12.6	11	9084	72
2	1549	1392	587	38	72	2269	85	13240	3560	600	400	73	85	13.8	38	8949	77
2	450	430	125	20	46	488	43	9950	3920	300	1300	76	76	11.8	25	9466	47
2	1899	1720	489	37	68	1594	32	13868	4826	450	850	89	100	13.7	37	11487	73
1	7888	3519	1036	6	40	5011	346	6550	4680	630	1274	82	85	17.8	17	5563	53
1	1166	1009	510	9	33	2074	341	4938	2987	528	1702	67	77	17	11	6119	51
2	1606	1413	530	23	38	1921	1154	9408	5520	500	450	78	78	12.1	22	7669	53
1	3150	2289	650	16	51	3598	234	6840	4660	500	1000	71	75	15.1	17	6436	59
2	787	562	363	21	55	925	605	5950	2890	600	1300	67	72	14.6	35	5177	53
2	3586	2424	730	16	31	2748	1309	13250	5420	700	3100	84	92	12.3	23	11299	70
1	7837	4527	2276	89	99	8528	654	6489	4438	795	1164	92	92	19.3	33	11271	70
1	3366	1752	232	27	79	2585	1300	7411	4748	690	2009	90	95	18.6	12	10134	57
2	659	557	167	47	74	532	35	10485	3840	475	1246	76	80	13.5	47	7527	67
2	1860	767	227	71	93	887	1	17000	6010	500	850	99	99	9.6	52	18443	87
2	602	498	215	26	58	795	74	13470	5515	500	850	78	91	11.1	48	13957	72
2	1994	1656	495	50	80	1983	36	14300	5020	550	950	78	94	11.1	31	11525	82
1	3820	1431	695	21	70	5303	3942	4356	4830	800	800	76	81	22.1	6	7252	51
2	1305	1100	334	42	64	1098	151	16260	4005	300	500	91	91	12.1	40	10162	86
2	528	403	186	22	56	1168	145	9216	4191	400	1000	56	64	12.1	13	7309	75
1	3121	2446	822	5	19	3480	776	7870	4157	500	1150	73	73	16.1	13	6195	61
2	1487	1276	388	26	51	1417	1646	11120	4080	525	1405	55	56	11.1	23	6735	69
2	824	670	337	15	41	1160	653	9400	3400	500	1100	37	37	8.4	21	5352	59
2	663	547	315	32	67	1279	75	10060	2970	500	2600	74	80	11.2	19	7885	59
2	427	385	143	18	38	581	533	12700	5800	450	700	81	85	10.3	37	11758	84
1	5597	4253	1565	12	38	9161	845	5710	3066	120	1730	62	71	16.2	5	5682	76
2	1420	1093	220	9	22	1018	287	8700	4780	450	1400	78	84	14.7	19	7355	69
2	1163	927	386	16	49	1685	556	8840	4689	750	2775	67	69	11.4	21	6095	95
2	1196	697	499	21	47	959	13	4412	2460	500	1000	69	69	16.9	31	7083	21
2	857	772	376	25	58	1721	470	6720	3250	450	1520	77	82	13.9	33	6881	82
2	212	197	91	28	56	471	148	13500	5230	400	850	95	98	9.3	37	16095	52
2	940	668	385	20	48	1316	139	11925	3825	630	1926	48	87	12.3	12	9157	69
2	866	619	157	18	47	1074	336	8920	4310	680	1320	68	68	14.6	42	6898	46
2	141	118	55	12	21	201	173	8300	4850	450	1300	53	53	9.5	19	6936	76
2	1006	825	328	34	73	1362	102	13252	4194	450	550	89	93	13	33	10296	65
2	1005	859	298	36	55	1075	43	14850	4460	450	420	97	97	12.7	37	12067	80
2	2373	956	452	77	96	1601	6	17295	5070	600	1011	95	97	12	46	17581	94
2	235	217	121	12	32	931	487	8950	3119	550	1125	51	51	10.7	26	7016	78
1	2197	1515	543	4	26	3089	2029	6797	3900	500	1200	60	60	21	14	4469	40
1	535	502	223	6	20	959	150	7320	4640	500	600	48	65	12.6	15	7114	51
2	700	595	278	19	35	1035	182	10850	3936	500	900	62	64	12.3	31	8534	88
2	3847	3433	527	9	35	1010	12	9384	4840	600	500	22	47	14.3	20	7697	118
2	232	216	106	16	34	534	172	6900	3800	450	1825	67	76	12.1	9	6875	42
1	19315	10344	3450	48	93	28938	2025	10645	4060	512	2394	77	96	18.1	19	8992	63
2	13594	7244	2505	70	86	12408	2814	17748	7262	450	1000	87	98	7.8	16	21227	71
2	1267	1080	385	44	73	1306	28	12572	4552	400	400	79	87	15.3	32	9305	68
1	6986	2959	1918	25	60	12330	7152	6618	4234	700	1600	80	98	22.2	9	6742	46
2	504	482	185	10	36	550	84	9130	3322	450	1450	46	51	12.6	25	8686	54
1	3500	2836	1779	15	42	8730	993	5552	3710	550	2300	75	83	17.6	8	6324	37
2	245	208	125	23	46	544	436	11800	4765	450	1700	71	71	11.3	21	8952	86
2	1283	1113	401	31	65	1355	40	10938	3660	650	600	76	90	13.5	29	8444	67
1	3580	2603	1627	36	69	11028	2411	4460	3038	687	1281	85	87	11.8	6	12833	54
2	807	707	308	39	63	1198	605	8840	2950	750	1290	74	82	13.1	31	6668	84
1	2747	1870	724	12	47	2874	118	7920	3962	550	2200	74	80	18.4	23	5553	62
2	1422	1109	366	33	65	1363	23	15360	4080	600	1000	82	89	12.8	26	15003	59
2	800	623	256	41	76	801	5	12925	4195	500	635	78	85	9.9	55	14904	72
1	3100	2150	825	3	20	3234	941	5542	3788	500	1300	75	79	15.7	20	4222	65
1	8631	6732	2546	25	61	11669	1605	10602	3660	570	1530	79	87	19.7	13	8020	54
2	372	362	181	15	32	1501	353	8600	3550	385	665	48	48	15.4	9	10938	49
2	607	558	269	22	47	1222	519	10500	4348	650	1500	81	91	11.6	29	8324	75
2	1489	1313	375	13	45	1688	131	10456	4927	500	1050	91	91	17.7	32	9828	78
1	944	774	440	14	34	2174	529	6360	2760	550	1498	77	77	15	5	6443	48
2	910	773	450	31	73	1310	61	6530	2800	500	1500	63	67	13.3	10	6413	65
2	1083	880	291	13	34	915	80	9270	4100	600	1860	75	82	13.5	27	8425	55
1	3347	2597	1006	10	37	4664	1630	6919	4500	500	1250	74	90	15	20	7462	56
2	1082	832	302	34	63	1133	30	11859	3635	554	1429	80	85	13.4	42	8354	85
2	3058	1798	478	46	84	1737	244	18810	5690	500	680	91	96	10.4	48	18034	91
2	167	130	46	16	50	199	676	11428	5084	450	475	67	76	8.3	43	10291	67
2	6075	5349	2367	34	66	9919	484	6450	3920	600	1346	71	76	18.5	38	7503	72
1	5244	3782	1930	12	37	11561	7443	8786	2964	570	1980	79	87	15.9	8	8094	38
2	420	293	93	11	32	336	80	7950	3750	600	2740	54	54	9.8	45	9754	48
2	6361	5293	1507	26	51	5889	665	11380	4220	500	900	81	85	14.8	25	8894	93
2	1428	1097	336	22	50	1036	99	11250	3750	400	1165	53	66	12.9	30	8735	54
2	708	334	166	46	74	530	182	8644	3922	500	800	79	88	12.6	24	14579	54
1	4144	3379	1853	18	52	10135	1448	6197	2930	595	2380	78	82	16.3	26	6333	77
2	1721	1068	806	35	75	3128	213	5504	3528	700	910	71	77	17.7	37	6466	73
2	510	485	334	18	36	1114	94	7400	3346	600	600	57	57	19.8	7	6869	58
2	497	423	215	27	57	895	429	7850	3410	490	1700	54	58	13.8	24	7002	50
2	1465	810	313	71	95	1088	16	18165	6750	500	1200	100	100	12.3	49	17449	89
1	4772	3140	1265	22	55	6851	1200	6120	3460	666	2316	73	78	17.2	18	4776	51
2	935	858	345	22	50	1127	754	9490	4100	500	1500	60	79	10.7	21	7519	79
2	1170	695	238	14	48	1170	429	7470	4600	250	1400	74	75	15.3	23	6898	88
2	247	189	100	19	49	309	639	11412	6430	500	900	89	93	8.3	37	11806	96
2	1286	1005	363	16	37	1363	74	13900	4300	500	900	75	81	14	32	8024	72
2	500	336	156	25	55	421	27	6500	2700	500	1000	76	76	14.3	53	8377	51
1	1340	695	285	42	73	1315	209	6800	4730	675	1250	84	89	11.6	23	10357	63
2	4996	4165	936	53	82	4291	16	17475	5976	1230	1100	94	98	15.4	21	15605	70
